NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	13		Rejected!	
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	9		Rejected!	
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	22	21		
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	30	30		
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	27	27		
REACTOME_DISINHIBITION_OF_SNARE_FORMATION	5		Rejected!	
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	35	35		
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR_	81	81		
REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS	5		Rejected!	
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	82	82		
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	15	15		
REACTOME_SIGNALING_BY_NODAL	20	20		
REACTOME_FERTILIZATION	26	26		
REACTOME_MEIOTIC_SYNAPSIS	79	75		
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	36	36		
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	63	63		
REACTOME_SIGNALING_BY_ERBB2	50	50		
REACTOME_SIGNALING_BY_ERBB2_IN_CANCER	26	26		
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	11		Rejected!	
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA	75	75		
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS	19	19		
REACTOME_SIGNALING_BY_ERBB4	58	58		
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES_	8		Rejected!	
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	99	98		
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11		Rejected!	
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES_	50	49		
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN	13		Rejected!	
REACTOME_METHIONINE_SALVAGE_PATHWAY	6		Rejected!	
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE	9		Rejected!	
REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING	22	22		
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	10		Rejected!	
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	14		Rejected!	
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	32	32		
REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING	9		Rejected!	
REACTOME_INTERLEUKIN_7_SIGNALING	36	35		
REACTOME_DEVELOPMENTAL_BIOLOGY	1131		Rejected!	
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	65	64		
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	884		Rejected!	
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	818		Rejected!	
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	16	16		
REACTOME_CA2_ACTIVATED_K_CHANNELS	9		Rejected!	
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	35	35		
REACTOME_POTASSIUM_CHANNELS	103	103		
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	43	43		
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	12		Rejected!	
REACTOME_SPERM_MOTILITY_AND_TAXES	9		Rejected!	
REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING	6		Rejected!	
REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING	5		Rejected!	
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	13		Rejected!	
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX	19	19		
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1	16	16		
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS	13		Rejected!	
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION	18	18		
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION	27	27		
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	18	18		
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	16	16		
REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA	9		Rejected!	
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	13		Rejected!	
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	16	16		
REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	5		Rejected!	
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	23	23		
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION	22	22		
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE_	39	39		
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	21	21		
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	175	175		
REACTOME_SIGNALING_BY_SCF_KIT	43	43		
REACTOME_REGULATION_OF_KIT_SIGNALING	16	16		
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL	11		Rejected!	
REACTOME_COLLAGEN_DEGRADATION	64	63		
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	72	72		
REACTOME_BETA_DEFENSINS	42	42		
REACTOME_DEFENSINS	52	51		
REACTOME_ALPHA_DEFENSINS	10		Rejected!	
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	10		Rejected!	
REACTOME_REPRODUCTION	145	141		
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	140	139		
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	301	299		
REACTOME_COLLAGEN_FORMATION	90	90		
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	12		Rejected!	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	27	27		
REACTOME_ACYL_CHAIN_REMODELING_OF_CL	6		Rejected!	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	22	22		
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	29	29		
REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG	7		Rejected!	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	17	17		
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	18	18		
REACTOME_HYDROLYSIS_OF_LPC	9		Rejected!	
REACTOME_SYNTHESIS_OF_PG	8		Rejected!	
REACTOME_SYNTHESIS_OF_PA	39	39		
REACTOME_SYNTHESIS_OF_PC	28	28		
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	128	128		
REACTOME_SYNTHESIS_OF_PE	13		Rejected!	
REACTOME_SYNTHESIS_OF_PI	5		Rejected!	
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE	5		Rejected!	
REACTOME_INOSITOL_PHOSPHATE_METABOLISM	48	48		
REACTOME_PI_METABOLISM	84	83		
REACTOME_PHOSPHOLIPID_METABOLISM	211	210		
REACTOME_DAG_AND_IP3_SIGNALING	41	41		
REACTOME_MEIOSIS	119	115		
REACTOME_CELL_CELL_COMMUNICATION	130	130		
REACTOME_SIGNALING_BY_ACTIVIN	13		Rejected!	
REACTOME_G0_AND_EARLY_G1	27	27		
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	109	108		
REACTOME_METHYLATION	14		Rejected!	
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	24	24		
REACTOME_AMINO_ACID_CONJUGATION	9		Rejected!	
REACTOME_GLUCURONIDATION	25	25		
REACTOME_GLUTATHIONE_CONJUGATION	36	35		
REACTOME_ELASTIC_FIBRE_FORMATION	45	45		
REACTOME_FIBRONECTIN_MATRIX_FORMATION	6		Rejected!	
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	16	16		
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	94	94		
REACTOME_SIGNALING_BY_NOTCH	247	243		
REACTOME_TELOMERE_MAINTENANCE	113	109		
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	51	51		
REACTOME_METABOLISM_OF_NUCLEOTIDES	99	99		
REACTOME_MITOCHONDRIAL_BIOGENESIS	94	94		
REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA	36	36		
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	43	43		
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	33	32		
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	16	16		
REACTOME_REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA_CARBOXYLATED_PROTEINS	10		Rejected!	
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	11		Rejected!	
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	21	21		
REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN	5		Rejected!	
REACTOME_SULFIDE_OXIDATION_TO_SULFATE	6		Rejected!	
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE	14		Rejected!	
REACTOME_SULFUR_AMINO_ACID_METABOLISM	28	28		
REACTOME_HIV_LIFE_CYCLE	149	149		
REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION	28	28		
REACTOME_INTEGRATION_OF_PROVIRUS	9		Rejected!	
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	14		Rejected!	
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	14		Rejected!	
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_	18	18		
REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR	7		Rejected!	
REACTOME_HIV_INFECTION	231	230		
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	131	130		
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	124	124		
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	94	93		
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	124	124		
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	18	18		
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	5		Rejected!	
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	33	33		
REACTOME_TRIGLYCERIDE_CATABOLISM	24	24		
REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY	8		Rejected!	
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	108		
REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION	8		Rejected!	
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	7		Rejected!	
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	34	34		
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	55	55		
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	42	42		
REACTOME_CELL_CYCLE	693		Rejected!	
REACTOME_DISEASE	1580		Rejected!	
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	25	25		
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING	17	17		
REACTOME_2_LTR_CIRCLE_FORMATION	7		Rejected!	
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	21	21		
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	10		Rejected!	
REACTOME_NEF_AND_SIGNAL_TRANSDUCTION	8		Rejected!	
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	28	28		
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	67	67		
REACTOME_MTOR_SIGNALLING	40	40		
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF_	55	55		
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	127	127		
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	53	53		
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	18	17		
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	16	16		
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	11		Rejected!	
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	44	44		
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	45	45		
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE_	97	97		
REACTOME_MITOCHONDRIAL_UNCOUPLING	6		Rejected!	
REACTOME_MTORC1_MEDIATED_SIGNALLING	23	23		
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	13		Rejected!	
REACTOME_SIGNALING_BY_NTRKS	134	134		
REACTOME_COMPLEMENT_CASCADE	115	113		
REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	8		Rejected!	
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	80	78		
REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT	8		Rejected!	
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	71	70		
REACTOME_SIGNALLING_TO_RAS	20	20		
REACTOME_HIV_TRANSCRIPTION_INITIATION	47	47		
REACTOME_HIV_TRANSCRIPTION_ELONGATION	43	43		
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	70	70		
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	23	23		
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	33	33		
REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION	9		Rejected!	
REACTOME_THE_FATTY_ACID_CYCLING_MODEL	5		Rejected!	
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	13		Rejected!	
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	95	95		
REACTOME_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE	84	84		
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	97	97		
REACTOME_INNATE_IMMUNE_SYSTEM	1114		Rejected!	
REACTOME_INFLUENZA_INFECTION	157	156		
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	33	33		
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	41	41		
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	44	44		
REACTOME_NOD1_2_SIGNALING_PATHWAY	36	36		
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	55	55		
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	10		Rejected!	
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	153	153		
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	19	19		
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	78	78		
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	14		Rejected!	
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	10		Rejected!	
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	14		Rejected!	
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	32	32		
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	73	73		
REACTOME_ARMS_MEDIATED_ACTIVATION	7		Rejected!	
REACTOME_P38MAPK_EVENTS	13		Rejected!	
REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE	23	23		
REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION	5		Rejected!	
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	24	24		
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	88	88		
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	74	74		
REACTOME_TRANSPORT_AND_SYNTHESIS_OF_PAPS	6		Rejected!	
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING	12		Rejected!	
REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE	26	26		
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE	19	19		
REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS	34	34		
REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION	13		Rejected!	
REACTOME_ACTIVATION_OF_C3_AND_C5	8		Rejected!	
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	71	71		
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	16	16		
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	37	36		
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	37	37		
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	20	20		
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	20	20		
REACTOME_PHOSPHORYLATION_OF_EMI1	6		Rejected!	
REACTOME_UNWINDING_OF_DNA	12		Rejected!	
REACTOME_CONJUGATION_OF_BENZOATE_WITH_GLYCINE	6		Rejected!	
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS	37	37		
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	14		Rejected!	
REACTOME_SIGNALING_BY_EGFR	50	50		
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	50	50		
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	26	26		
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	113		
REACTOME_DARPP_32_EVENTS	24	24		
REACTOME_GAB1_SIGNALOSOME	17	17		
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	14		Rejected!	
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION	5		Rejected!	
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	34	34		
REACTOME_EXTENSION_OF_TELOMERES	51	51		
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	17	17		
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	18	18		
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	18	18		
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	14		Rejected!	
REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION	7		Rejected!	
REACTOME_EGFR_DOWNREGULATION	31	31		
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	16	16		
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA_	63	63		
REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS	18	18		
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	31	31		
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION	33	33		
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	296	296		
REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL	10		Rejected!	
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL	14		Rejected!	
REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL	26	26		
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	42	42		
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	29	29		
REACTOME_SIGNALING_BY_PDGF	58	58		
REACTOME_ACTIVATION_OF_TRKA_RECEPTORS	6		Rejected!	
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION	5		Rejected!	
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	60	60		
REACTOME_SIGNALLING_TO_ERKS	34	34		
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	5		Rejected!	
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	11		Rejected!	
REACTOME_CELLULAR_HEXOSE_TRANSPORT	21	21		
REACTOME_METABOLISM_OF_PORPHYRINS	26	26		
REACTOME_HEME_BIOSYNTHESIS	14		Rejected!	
REACTOME_HEME_DEGRADATION	14		Rejected!	
REACTOME_SIGNALING_BY_FGFR	87	87		
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	13		Rejected!	
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	20	20		
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	16	16		
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION	6		Rejected!	
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	7		Rejected!	
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION	12		Rejected!	
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	13		Rejected!	
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION	10		Rejected!	
REACTOME_GAP_JUNCTION_ASSEMBLY	38	38		
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	21	21		
REACTOME_GAP_JUNCTION_DEGRADATION	12		Rejected!	
REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM	6		Rejected!	
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	18	18		
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	120	116		
REACTOME_CHOLESTEROL_BIOSYNTHESIS	25	25		
REACTOME_SNRNP_ASSEMBLY	54	54		
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	34	34		
REACTOME_DIGESTION_OF_DIETARY_LIPID	7		Rejected!	
REACTOME_ANDROGEN_BIOSYNTHESIS	11		Rejected!	
REACTOME_ESTROGEN_BIOSYNTHESIS	6		Rejected!	
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	24	24		
REACTOME_P75NTR_SIGNALS_VIA_NF_KB	16	16		
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	59	59		
REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1	6		Rejected!	
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	11		Rejected!	
REACTOME_P75NTR_REGULATES_AXONOGENESIS	10		Rejected!	
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	97	97		
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	14		Rejected!	
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL	15	15		
REACTOME_MINERALOCORTICOID_BIOSYNTHESIS	6		Rejected!	
REACTOME_GLUCOCORTICOID_BIOSYNTHESIS	10		Rejected!	
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	43	43		
REACTOME_SIGNALING_BY_VEGF	106	106		
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	8		Rejected!	
REACTOME_SIGNALING_BY_RHO_GTPASES	454	449		
REACTOME_RHO_GTPASE_CYCLE	140	139		
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	85	85		
REACTOME_RHO_GTPASE_EFFECTORS	324	319		
REACTOME_SIGNALING_BY_WNT	331	327		
REACTOME_METABOLISM_OF_STEROID_HORMONES	35	35		
REACTOME_PREGNENOLONE_BIOSYNTHESIS	12		Rejected!	
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE	17	17		
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	16	16		
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	16	16		
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM	21	21		
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	17	17		
REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM	11		Rejected!	
REACTOME_COENZYME_A_BIOSYNTHESIS	8		Rejected!	
REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM	11		Rejected!	
REACTOME_NICOTINATE_METABOLISM	31	31		
REACTOME_VITAMIN_B1_THIAMIN_METABOLISM	5		Rejected!	
REACTOME_VITAMIN_C_ASCORBATE_METABOLISM	8		Rejected!	
REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM	7		Rejected!	
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	123	123		
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	189	189		
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	26	26		
REACTOME_NICOTINAMIDE_SALVAGING	19	19		
REACTOME_SIGNALING_BY_NOTCH1	74	74		
REACTOME_SIGNALING_BY_NOTCH2	33	33		
REACTOME_PI3K_AKT_ACTIVATION	9		Rejected!	
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	14		Rejected!	
